policy,budget,n,emitted,abstained,extra_generations,total_generations,expected_correct_answers,expected_accuracy,coverage,selective_accuracy,accuracy_per_extra_generation,correct_answers_per_generation,expected_accuracy_ci_low,expected_accuracy_ci_high,expected_accuracy_bootstrap_valid,coverage_ci_low,coverage_ci_high,coverage_bootstrap_valid,selective_accuracy_ci_low,selective_accuracy_ci_high,selective_accuracy_bootstrap_valid,accuracy_per_extra_generation_ci_low,accuracy_per_extra_generation_ci_high,accuracy_per_extra_generation_bootstrap_valid,correct_answers_per_generation_ci_low,correct_answers_per_generation_ci_high,correct_answers_per_generation_bootstrap_valid
joint_high_se_error,2,2221,2221,0,1628,3849,1623.0,0.7307519135524538,1.0,0.7307519135524538,-0.060810810810810814,0.421667965705378,0.7134173795587573,0.7478613237280505,1000,1.0,1.0,1000,0.7134173795587573,0.7478613237280505,1000,-0.07384256827731092,-0.04846733048057933,1000,0.40447866971056917,0.4401555521749109,1000
joint_low_se_error_abstain,2,2221,2164,57,1628,3849,1573.0,0.7082395317424584,0.9743358847366052,0.7268946395563771,-0.060810810810810814,0.40867757859184206,0.6911301215668618,0.7260299414678073,1000,0.9675821701936065,0.9806393516434039,1000,0.7098901147976272,0.7439842626427681,1000,-0.07384256827731092,-0.04846733048057933,1000,0.39149072853517997,0.42714193439588777,1000
never_resample,5,2221,2221,0,0,2221,1722.0,0.775326429536245,1.0,0.775326429536245,0.0,0.775326429536245,0.7582057631697433,0.7928860873480414,1000,1.0,1.0,1000,0.7582057631697433,0.7928860873480414,1000,0.0,0.0,1000,0.7582057631697433,0.7928860873480414,1000
always_resample,5,2221,2221,0,11105,13326,1488.0,0.669968482665466,1.0,0.669968482665466,-0.021071589374155784,0.11166141377757767,0.6536672669968483,0.6857271499324628,1000,1.0,1.0,1000,0.6536672669968483,0.6857271499324628,1000,-0.0234678072940117,-0.019090049527239982,1000,0.1089445444994747,0.11428785832207712,1000
correctness_trigger,5,2221,2221,0,4355,6576,1614.4,0.7268797838811346,1.0,0.7268797838811346,-0.024707233065442,0.24549878345498785,0.7103084196307969,0.7434511481314723,1000,1.0,1.0,1000,0.7103084196307969,0.7434511481314723,1000,-0.029039058533671815,-0.02067493302502848,1000,0.23337658914121542,0.2591457402332348,1000
token_entropy_trigger,5,2221,2221,0,5615,7836,1567.6,0.7058081945069788,1.0,0.7058081945069788,-0.027497773820124683,0.20005104645227156,0.689869428185502,0.7224673570463754,1000,1.0,1.0,1000,0.689869428185502,0.7224673570463754,1000,-0.03109652554967042,-0.024058039015912518,1000,0.1908443417963153,0.20943036162954018,1000
joint_high_se_error,5,2221,2221,0,4070,6291,1617.6,0.7283205763169743,1.0,0.7283205763169743,-0.025651105651105673,0.25712923223652834,0.7119293111211168,0.744889689329131,1000,1.0,1.0,1000,0.7119293111211168,0.744889689329131,1000,-0.030192471042471036,-0.02142988457323237,1000,0.2441216612006948,0.27123830947027733,1000
joint_low_se_error_abstain,5,2221,2164,57,4070,6291,1567.6,0.7058081945069788,0.9743358847366052,0.7243992606284657,-0.025651105651105673,0.24918137021141312,0.6889644304367402,0.7234624043223774,1000,0.9675821701936065,0.9806393516434039,1000,0.7077195137427224,0.7415602827324819,1000,-0.030192471042471036,-0.02142988457323237,1000,0.23663229072904385,0.26361103586832085,1000
never_resample,10,2221,2221,0,0,2221,1722.0,0.775326429536245,1.0,0.775326429536245,0.0,0.775326429536245,0.7582057631697433,0.7928860873480414,1000,1.0,1.0,1000,0.7582057631697433,0.7928860873480414,1000,0.0,0.0,1000,0.7582057631697433,0.7928860873480414,1000
always_resample,10,2221,2221,0,22210,24431,1495.6999999999998,0.6734353894642052,1.0,0.6734353894642052,-0.010189104007203971,0.061221399042200475,0.6586638901395768,0.6899606033318325,1000,1.0,1.0,1000,0.6586638901395768,0.6899606033318325,1000,-0.0112925484016209,-0.009203061683926164,1000,0.059878535467234255,0.06272369121198478,1000
correctness_trigger,10,2221,2221,0,8710,10931,1618.5,0.7287257991895543,1.0,0.7287257991895543,-0.011882893226176808,0.14806513585216358,0.7124268347591176,0.7451609635299414,1000,1.0,1.0,1000,0.7124268347591176,0.7451609635299414,1000,-0.013843443002780363,-0.009976102042941559,1000,0.13991693794007012,0.1572354249335852,1000
token_entropy_trigger,10,2221,2221,0,11230,13451,1576.1,0.7096352994146781,1.0,0.7096352994146781,-0.012991985752448806,0.11717344435357965,0.6941422782530391,0.7252600180099054,1000,1.0,1.0,1000,0.6941422782530391,0.7252600180099054,1000,-0.014719093795093797,-0.011306234312025092,1000,0.11146392292175199,0.12295676909549666,1000
joint_high_se_error,10,2221,2221,0,8140,10361,1622.4,0.7304817649707339,1.0,0.7304817649707339,-0.012235872235872225,0.15658720200752824,0.7141816749212065,0.7468752814047727,1000,1.0,1.0,1000,0.7141816749212065,0.7468752814047727,1000,-0.014363672438672438,-0.010240260257954796,1000,0.14753684208380854,0.1663266186888367,1000
joint_low_se_error_abstain,10,2221,2164,57,8140,10361,1572.4,0.7079693831607384,0.9743358847366052,0.7266173752310536,-0.012235872235872225,0.15176141299102405,0.6908543448896894,0.724860423232778,1000,0.9675821701936065,0.9806393516434039,1000,0.7099777092447885,0.7436161185143483,1000,-0.014363672438672438,-0.010240260257954796,1000,0.14317004459365298,0.16145803491482733,1000
